Survived,Pclass,Sex,Age,Embarked,family_group,caculated_fare,fare_group,is_alone,Title
0,3,1,20.0,0,0,9.5,2,0,0
0,3,1,25.0,0,1,3.8875,0,1,0
1,2,0,28.0,0,0,13.0,2,0,4
1,3,1,29.0,0,0,8.1125,2,0,0
1,1,1,4.0,0,1,27.2861,4,1,3
1,2,0,13.0,0,1,9.75,2,1,1
1,1,1,34.0,0,0,26.55,4,0,0
1,3,0,5.0,1,1,4.814575,0,1,1
1,1,1,52.0,0,0,30.5,4,0,4
0,2,1,36.0,0,1,6.9375,0,1,0
0,3,1,29.0,0,1,9.98335,2,1,0
0,1,1,30.0,1,0,27.75,4,0,0
1,1,1,49.0,1,1,44.5521,4,1,0
0,3,1,29.0,0,0,8.05,2,0,0
1,3,1,29.0,1,0,7.8958,2,0,0
0,1,1,65.0,0,0,26.55,4,0,0
1,1,0,37.0,0,1,25.93125,4,1,2
1,2,0,50.0,0,0,10.5,2,0,1
0,3,1,28.0,2,0,7.75,1,0,0
1,1,1,48.0,0,0,26.55,4,0,0
0,3,1,34.0,0,0,8.05,2,0,0
0,1,1,47.0,0,0,38.5,4,0,0
0,2,1,48.0,0,0,13.0,2,0,0
0,3,1,29.0,0,0,8.05,2,0,0
0,3,1,38.0,0,0,7.05,0,0,0
0,2,1,22.0,0,0,0.0,0,0,0
0,1,1,56.0,0,0,26.55,4,0,0
0,3,1,28.0,2,0,7.725,1,0,0
1,3,0,0.75,1,1,4.814575,0,1,1
0,3,1,22.0,0,0,7.25,0,0,0
0,3,1,38.0,0,0,8.6625,2,0,0
1,2,0,33.0,0,1,6.9375,0,1,2
1,2,0,23.0,1,0,13.7917,2,0,2
0,3,0,22.0,0,0,9.8375,2,0,1
0,1,1,37.0,0,0,52.0,4,0,0
0,2,1,34.0,0,1,10.5,2,1,0
0,3,1,29.0,0,1,3.5229,0,1,0
0,3,1,22.0,0,0,7.5208,1,0,0
1,3,0,2.0,0,1,6.14375,0,1,1
0,3,1,9.0,0,2,5.8625,0,1,3
0,2,1,22.0,0,0,0.0,0,0,0
0,3,1,50.0,0,0,8.05,2,0,0
1,3,0,63.0,0,0,9.5875,2,0,2
1,1,1,25.0,1,1,45.5396,4,1,0
0,3,0,22.0,0,2,5.0933399999999995,0,1,1
1,1,0,35.0,0,1,45.0,4,1,2
0,1,1,58.0,1,0,29.7,4,0,0
0,3,1,30.0,0,0,8.05,2,0,0
1,3,1,9.0,0,1,5.3,0,1,3
0,3,1,29.0,0,1,9.98335,2,1,0
0,3,1,21.0,0,0,7.25,0,0,0
0,1,1,55.0,0,0,30.5,4,0,0
0,1,1,71.0,1,0,49.5042,4,0,0
0,3,1,21.0,0,0,8.05,2,0,0
0,3,1,29.0,1,0,14.4583,2,0,0
1,1,0,54.0,1,1,39.13335,4,1,1
0,3,1,33.0,0,0,15.1,3,0,0
0,1,0,25.0,0,1,37.8875,4,1,2
0,3,1,24.0,0,0,7.7958,1,0,0
0,3,1,17.0,0,0,8.6625,2,0,0
0,3,0,21.0,2,0,7.75,1,0,1
0,3,0,28.0,2,0,7.6292,1,0,1
0,3,0,37.0,0,0,9.5875,2,0,1
1,1,0,16.0,0,0,86.5,4,0,1
0,1,1,18.0,1,1,54.45,4,1,0
1,2,0,33.0,0,1,8.666666666666666,2,1,2
1,1,1,37.0,0,0,26.55,4,0,0
0,3,1,28.0,0,0,22.525,3,0,0
1,3,1,26.0,0,0,56.4958,4,0,0
1,3,1,29.0,2,0,7.75,1,0,0
0,3,1,29.0,0,0,8.05,2,0,0
1,1,1,36.0,0,0,26.2875,4,0,0
1,1,0,54.0,1,1,29.7,4,1,2
0,3,1,24.0,0,0,7.4958,1,0,0
0,1,1,47.0,0,0,34.0208,4,0,0
1,2,0,34.0,0,0,10.5,2,0,2
0,3,1,37.0,2,0,24.15,4,0,0
1,2,0,36.0,0,1,13.0,2,1,2
0,3,1,32.0,0,0,7.8958,2,0,0
1,1,0,30.0,0,0,93.5,4,0,1
0,3,1,22.0,0,0,7.8958,2,0,0
0,3,1,22.0,1,0,7.225,0,0,0
1,1,0,44.0,1,1,28.9896,4,1,2
0,3,1,22.0,1,0,7.2292,0,0,0
0,3,1,40.5,2,0,7.75,1,0,0
1,2,0,50.0,0,0,10.5,2,0,1
0,1,1,37.0,0,0,221.7792,4,0,0
0,3,1,39.0,0,0,7.925,2,0,0
0,2,1,23.0,0,1,2.875,0,1,0
1,2,0,2.0,0,1,8.666666666666666,2,1,1
0,3,1,22.0,1,0,7.2292,0,0,0
0,3,1,17.0,1,1,2.409733333333333,0,1,0
1,3,0,28.0,1,1,7.452766666666666,1,1,2
0,3,0,30.0,0,0,8.6625,2,0,1
1,2,0,7.0,0,1,8.75,2,1,1
0,1,1,45.0,0,0,26.55,4,0,4
1,1,0,30.0,1,0,106.425,4,0,1
0,3,1,29.0,0,0,14.5,2,0,0
1,1,0,22.0,1,1,16.5,3,1,1
1,1,0,36.0,0,1,23.666666666666668,3,1,1
0,3,0,9.0,0,2,4.4678571428571425,0,1,1
0,3,0,11.0,0,2,4.4678571428571425,0,1,1
1,2,1,32.0,0,1,13.0,2,1,0
0,1,1,50.0,1,1,53.2125,4,1,0
0,1,1,64.0,0,0,26.0,4,0,0
1,2,0,19.0,0,1,13.0,2,1,2
1,2,1,29.0,1,0,13.8625,2,0,0
0,3,1,33.0,0,1,6.841666666666666,0,1,0
1,2,1,8.0,0,1,12.25,2,1,3
1,1,1,17.0,1,1,36.9611,4,1,0
0,2,1,27.0,0,0,26.0,4,0,0
0,3,1,29.0,2,0,7.8292,2,0,0
1,3,1,22.0,1,0,7.225,0,0,0
1,3,0,22.0,0,0,7.775,1,0,1
0,1,1,62.0,0,0,26.55,4,0,0
1,1,0,48.0,1,1,19.8,3,1,4
0,1,1,37.0,1,0,227.525,4,0,0
1,1,0,39.0,0,1,26.55,4,1,2
1,3,0,36.0,0,1,8.7,2,1,2
0,3,1,28.0,2,0,7.75,1,0,0
0,3,1,40.0,0,0,7.8958,2,0,0
0,2,1,28.0,0,0,13.5,2,0,0
0,3,1,29.0,0,0,8.05,2,0,0
0,3,0,29.0,0,0,8.05,2,0,1
0,3,1,24.0,0,1,8.049999999999999,2,1,0
0,3,1,19.0,0,0,7.8958,2,0,0
0,3,0,29.0,0,2,4.215,0,1,2
0,3,1,22.0,1,0,7.2292,0,0,0
1,3,1,32.0,0,0,7.8542,2,0,0
1,2,1,62.0,0,0,10.5,2,0,0
1,1,0,53.0,0,1,17.15973333333333,3,1,2
1,1,1,36.0,0,0,26.3875,4,0,0
1,3,0,28.0,2,0,7.75,1,0,1
0,3,1,16.0,0,0,8.05,2,0,0
0,3,1,19.0,0,0,14.5,2,0,0
1,2,0,34.0,0,0,13.0,2,0,1
1,1,0,39.0,0,1,27.95,4,1,2
0,3,0,22.0,1,1,7.22915,0,1,2
1,3,1,32.0,0,0,7.925,2,0,0
1,2,0,25.0,0,1,10.0,2,1,1
1,1,0,39.0,1,1,36.9611,4,1,2
0,2,1,54.0,0,0,26.0,4,0,0
0,1,1,36.0,1,0,40.125,4,0,0
0,3,1,29.0,1,0,8.7125,2,0,0
1,1,0,18.0,0,1,26.55,4,1,1
0,2,1,47.0,0,0,15.0,2,0,0
1,1,1,60.0,1,1,26.400000000000002,4,1,0
0,3,1,22.0,0,0,8.05,2,0,0
0,3,1,29.0,0,0,8.05,2,0,0
0,3,1,35.0,0,0,7.125,0,0,0
1,1,0,52.0,1,1,39.13335,4,1,2
0,3,1,47.0,0,0,7.25,0,0,0
0,3,0,22.0,2,1,2.5833333333333335,0,1,1
0,2,1,37.0,0,1,13.0,2,1,0
0,3,1,36.0,0,1,8.049999999999999,2,1,0
1,2,0,37.0,0,0,33.0,4,0,1
0,3,1,49.0,0,0,0.0,0,0,0
0,3,1,22.0,1,0,7.225,0,0,0
1,1,1,49.0,1,1,28.4646,4,1,4
1,2,0,24.0,0,1,6.75,0,1,2
0,3,1,29.0,0,0,7.8958,2,0,0
0,1,1,37.0,0,0,42.4,4,0,0
0,3,1,44.0,0,0,8.05,2,0,0
1,1,1,35.0,1,0,26.55,4,0,0
0,3,1,36.0,0,1,7.775,1,1,0
0,3,1,30.0,0,0,7.8958,2,0,0
1,1,1,27.0,0,0,30.5,4,0,0
1,2,0,22.0,1,1,10.3948,2,1,2
1,1,0,40.0,0,0,153.4625,4,0,1
0,3,0,39.0,0,2,4.4678571428571425,0,1,2
0,3,1,22.0,0,0,7.05,0,0,0
1,3,0,28.0,2,1,7.75,1,1,1
0,3,1,28.0,2,0,7.75,1,0,0
0,3,1,35.0,0,0,8.05,2,0,0
1,2,0,24.0,0,1,16.25,3,1,1
0,3,1,34.0,0,1,4.8,0,1,0
0,3,0,26.0,0,1,8.05,2,1,2
1,2,0,4.0,0,1,9.75,2,1,1
0,2,1,26.0,0,0,10.5,2,0,0
0,3,1,27.0,1,1,7.2271,0,1,0
1,1,1,42.0,0,1,26.2771,4,1,0
1,3,1,20.0,1,1,5.247233333333333,0,1,0
0,3,1,21.0,0,0,7.8542,2,0,0
0,3,1,21.0,0,0,16.1,3,0,0
0,1,1,61.0,0,0,32.3208,4,0,0
0,2,1,57.0,2,0,12.35,2,0,4
1,1,0,21.0,0,0,77.9583,4,0,1
0,3,1,26.0,0,0,7.8958,2,0,0
0,3,1,28.0,2,0,7.7333,1,0,0
1,1,1,80.0,0,0,30.0,4,0,0
0,3,1,51.0,0,0,7.0542,0,0,0
1,1,1,32.0,1,0,30.5,4,0,4
0,1,1,22.0,0,0,0.0,0,0,0
0,3,0,9.0,0,2,4.6499999999999995,0,1,1
1,2,0,28.0,0,0,13.0,2,0,1
0,3,1,32.0,0,0,7.925,2,0,0
0,2,1,31.0,0,1,8.75,2,1,0
0,3,0,41.0,0,2,6.614583333333333,0,1,2
0,3,1,29.0,0,1,8.05,2,1,0
0,3,1,20.0,0,0,7.8542,2,0,0
1,1,0,24.0,1,0,69.3,4,0,4
0,3,0,2.0,0,2,4.6499999999999995,0,1,1
1,3,1,37.0,0,0,56.4958,4,0,0
1,3,0,0.75,1,1,4.814575,0,1,1
1,1,1,48.0,1,1,38.3646,4,1,0
0,3,1,19.0,0,0,7.8958,2,0,0
1,1,1,56.0,1,0,35.5,4,0,4
0,3,1,28.0,0,0,7.55,1,0,0
1,3,0,23.0,0,0,7.55,1,0,1
0,3,1,29.0,0,0,7.8958,2,0,0
1,2,0,18.0,0,1,11.5,2,1,1
0,3,1,21.0,0,0,8.4333,2,0,0
1,3,0,29.0,2,0,7.8292,2,0,1
0,3,0,18.0,2,0,6.75,0,0,1
0,2,1,24.0,0,1,24.5,4,1,0
0,3,1,29.0,0,0,7.8958,2,0,0
0,3,0,32.0,2,1,5.166666666666667,0,1,2
0,2,1,23.0,0,0,13.0,2,0,0
0,1,1,58.0,1,1,37.75833333333333,4,1,0
1,1,1,50.0,0,1,44.550000000000004,4,1,4
0,3,1,40.0,1,0,7.225,0,0,0
0,1,1,47.0,0,0,25.5875,4,0,0
0,3,1,36.0,0,0,7.4958,1,0,0
1,3,1,20.0,0,1,3.9625,0,1,0
0,2,1,32.0,0,1,24.5,4,1,0
0,2,1,25.0,0,0,13.0,2,0,0
0,3,1,28.0,0,0,7.775,1,0,0
0,3,1,43.0,0,0,8.05,2,0,0
1,1,0,37.0,0,1,26.0,4,1,2
1,2,0,40.0,0,1,13.0,2,1,2
0,1,1,31.0,0,1,26.0,4,1,0
0,2,1,70.0,0,0,10.5,2,0,0
1,2,1,31.0,0,0,13.0,2,0,0
0,2,1,22.0,0,0,0.0,0,0,0
0,3,1,18.0,0,0,7.775,1,0,0
0,3,1,24.5,0,0,8.05,2,0,0
1,3,0,18.0,0,0,9.8417,2,0,1
0,3,0,43.0,0,2,5.8625,0,1,2
1,1,1,36.0,1,1,256.1646,4,1,0
0,3,0,29.0,2,0,8.1375,2,0,1
1,1,1,27.0,1,0,76.7292,4,0,0
0,3,1,20.0,0,0,9.225,2,0,0
0,3,1,14.0,0,2,5.8625,0,1,0
0,2,1,60.0,0,1,13.0,2,1,0
0,2,1,25.0,1,1,10.3948,2,1,0
0,3,1,14.0,0,2,6.614583333333333,0,1,0
0,3,1,19.0,0,0,10.1708,2,0,0
0,3,1,18.0,0,0,7.7958,1,0,0
1,1,0,15.0,0,1,105.66875,4,1,1
1,1,1,31.0,0,1,28.5,4,1,0
1,3,0,4.0,1,1,6.70835,0,1,1
1,3,1,37.0,0,0,56.4958,4,0,0
0,3,1,25.0,1,0,7.225,0,0,0
0,1,1,60.0,0,0,26.55,4,0,4
0,2,1,52.0,0,0,13.5,2,0,0
0,3,1,44.0,0,0,8.05,2,0,0
1,3,0,28.0,2,0,7.7333,1,0,1
0,1,1,49.0,1,1,36.9611,4,1,0
0,3,1,42.0,0,0,7.65,1,0,0
1,1,0,18.0,1,1,113.7625,4,1,2
1,1,1,35.0,0,0,26.2875,4,0,0
0,3,0,18.0,1,1,7.2271,0,1,1
0,3,1,25.0,2,0,7.7417,1,0,0
0,3,1,26.0,0,1,3.9271,0,1,0
0,2,1,39.0,0,0,26.0,4,0,0
1,2,0,45.0,0,0,13.5,2,0,2
1,1,1,42.0,0,0,26.2875,4,0,0
1,1,0,22.0,0,0,151.55,4,0,1
1,3,1,22.0,1,1,5.081933333333333,0,1,3
1,1,0,24.0,1,0,49.5042,4,0,4
0,1,1,37.0,0,0,26.55,4,0,0
1,1,1,48.0,0,1,26.0,4,1,0
0,3,1,29.0,0,0,9.4833,2,0,0
0,2,1,52.0,0,0,13.0,2,0,0
0,3,1,19.0,0,0,7.65,1,0,0
1,1,0,38.0,1,0,227.525,4,0,1
1,2,0,27.0,0,0,10.5,2,0,1
0,3,1,33.0,2,0,15.5,3,0,0
0,3,1,33.0,0,0,7.775,1,0,0
1,2,0,6.0,0,1,16.5,3,1,1
0,3,1,17.0,0,1,3.5271,0,1,0
0,2,1,34.0,0,0,13.0,2,0,0
0,2,1,50.0,0,0,13.0,2,0,0
1,1,1,27.0,0,1,26.55,4,1,0
0,3,1,20.0,0,0,8.6625,2,0,0
1,2,0,30.0,0,1,5.25,0,1,2
1,3,0,28.0,2,0,7.7375,1,0,1
0,2,1,25.0,0,1,13.0,2,1,0
0,3,0,25.0,0,1,3.9625,0,1,1
1,1,0,29.0,0,0,211.3375,4,0,1
0,3,1,11.0,1,0,18.7875,3,0,0
0,2,1,22.0,0,0,0.0,0,0,0
0,2,1,23.0,0,0,13.0,2,0,0
0,2,1,23.0,0,0,13.0,2,0,0
0,3,1,28.5,0,0,16.1,3,0,0
0,3,0,48.0,0,2,6.875,0,1,2
1,1,1,35.0,1,0,512.3292,4,0,0
0,3,1,29.0,0,0,7.8958,2,0,0
0,3,1,29.0,0,0,7.8958,2,0,0
1,1,1,37.0,0,0,30.0,4,0,0
0,1,1,36.0,0,1,39.425,4,1,0
1,1,0,21.0,1,2,52.475,4,1,1
0,3,1,24.0,0,1,8.05,2,1,0
1,3,1,31.0,0,0,7.925,2,0,0
0,1,1,70.0,0,1,23.666666666666668,3,1,4
0,3,1,16.0,0,1,6.75,0,1,0
1,2,0,30.0,0,0,13.0,2,0,1
0,1,1,19.0,0,1,26.55,4,1,0
0,3,1,31.0,2,0,7.75,1,0,0
1,2,0,4.0,0,1,7.666666666666667,1,1,1
1,3,1,6.0,0,1,6.2375,0,1,3
0,3,1,33.0,0,0,9.5,2,0,0
0,3,1,23.0,0,0,7.8958,2,0,0
1,2,0,48.0,0,1,16.25,3,1,2
1,2,1,0.67,0,1,4.833333333333333,0,1,3
0,3,1,28.0,0,0,7.7958,1,0,0
0,2,1,18.0,0,0,11.5,2,0,0
0,3,1,34.0,0,0,8.05,2,0,0
1,1,0,33.0,0,0,86.5,4,0,4
0,3,1,29.0,0,0,14.5,2,0,0
0,3,1,41.0,0,0,7.125,0,0,0
1,3,1,20.0,1,0,7.2292,0,0,0
1,1,0,36.0,0,1,30.0,4,1,2
0,3,1,16.0,0,0,7.775,1,0,0
1,1,0,51.0,0,1,38.97915,4,1,2
0,1,1,37.0,1,0,39.6,4,0,4
0,3,0,30.5,2,0,7.75,1,0,1
0,3,1,29.0,2,1,12.075,2,1,0
0,3,1,32.0,0,0,8.3625,2,0,0
0,3,1,24.0,0,0,9.5,2,0,0
0,3,1,48.0,0,0,7.8542,2,0,0
0,2,0,57.0,0,0,10.5,2,0,2
0,3,1,22.0,1,0,7.225,0,0,0
1,2,0,54.0,0,2,4.6,0,1,2
0,3,1,18.0,0,0,7.75,1,0,0
0,3,1,28.0,2,0,7.75,1,0,0
1,3,0,5.0,0,0,12.475,2,0,1
0,3,1,28.0,2,0,7.7375,1,0,0
1,1,0,43.0,0,1,105.66875,4,1,2
1,3,0,13.0,1,0,7.2292,0,0,1
1,1,0,17.0,0,1,28.5,4,1,2
0,1,1,29.0,0,0,30.0,4,0,0
0,3,1,22.0,0,1,5.8625,0,1,0
0,3,1,25.0,0,0,7.05,0,0,0
0,3,1,25.0,0,0,7.25,0,0,0
1,3,0,18.0,0,0,7.4958,1,0,1
0,3,1,8.0,2,2,4.854166666666667,0,1,3
1,3,1,1.0,0,1,5.14375,0,1,3
0,1,1,46.0,1,0,79.2,4,0,0
0,3,1,28.0,2,0,7.75,1,0,0
0,2,1,16.0,0,0,26.0,4,0,0
0,3,0,22.0,0,2,6.322727272727272,0,1,1
0,1,1,37.0,1,0,30.6958,4,0,0
0,3,1,25.0,0,0,7.8958,2,0,0
0,2,1,39.0,0,0,13.0,2,0,0
1,1,0,49.0,0,0,25.9292,4,0,4
1,3,0,31.0,0,0,8.6833,2,0,2
0,3,1,30.0,1,0,7.2292,0,0,0
0,3,0,30.0,0,1,8.049999999999999,2,1,2
0,2,1,34.0,0,0,13.0,2,0,0
1,2,0,31.0,0,1,8.75,2,1,2
1,1,1,11.0,0,1,30.0,4,1,3
1,3,1,0.42,1,1,4.25835,0,1,3
1,3,1,27.0,0,0,6.975,0,0,0
0,3,1,31.0,0,0,7.775,1,0,0
0,1,1,39.0,0,0,0.0,0,0,0
0,3,0,18.0,0,0,7.775,1,0,1
0,2,1,39.0,0,0,13.0,2,0,0
1,1,0,33.0,0,1,26.55,4,1,2
0,3,1,26.0,0,0,7.8875,2,0,0
0,3,1,39.0,0,0,24.15,4,0,0
0,2,1,35.0,0,0,10.5,2,0,0
0,3,0,6.0,0,2,4.4678571428571425,0,1,1
0,3,1,30.5,0,0,8.05,2,0,0
0,1,1,22.0,0,0,0.0,0,0,0
0,3,0,23.0,0,0,7.925,2,0,1
0,2,1,31.0,1,1,12.334733333333332,2,1,0
0,3,1,43.0,0,0,6.45,0,0,0
0,3,1,10.0,0,2,4.6499999999999995,0,1,3
1,1,0,52.0,0,1,31.166666666666668,4,1,2
1,3,1,27.0,0,0,8.6625,2,0,0
0,1,1,38.0,0,0,0.0,0,0,4
1,3,0,27.0,0,1,6.2375,0,1,2
0,3,1,2.0,0,2,6.614583333333333,0,1,3
0,3,1,22.0,2,0,6.95,0,0,0
0,3,1,37.0,0,0,56.4958,4,0,0
1,2,1,1.0,1,1,12.334733333333332,2,1,3
1,3,1,28.0,2,0,7.75,1,0,0
1,1,0,62.0,1,0,80.0,4,0,2
1,3,0,15.0,1,1,7.2271,0,1,2
1,2,1,0.83,0,1,6.25,0,1,3
0,3,1,22.0,1,0,7.2292,0,0,0
0,3,1,23.0,0,0,7.8542,2,0,0
0,3,1,18.0,0,0,8.3,2,0,0
1,1,0,39.0,1,1,27.71943333333333,4,1,1
0,3,1,21.0,0,0,8.6625,2,0,0
0,3,1,29.0,0,0,8.05,2,0,0
1,3,1,32.0,0,0,56.4958,4,0,0
1,1,1,37.0,1,0,29.7,4,0,0
0,3,1,20.0,0,0,7.925,2,0,0
0,2,1,16.0,0,0,10.5,2,0,0
1,1,0,30.0,1,0,31.0,4,0,1
0,3,1,34.5,1,0,6.4375,0,0,0
0,3,1,17.0,0,0,8.6625,2,0,0
0,3,1,42.0,0,0,7.55,1,0,0
0,3,1,22.0,0,2,6.322727272727272,0,1,0
0,3,1,35.0,1,0,7.8958,2,0,0
0,2,1,28.0,0,1,16.5,3,1,4
1,1,0,37.0,1,1,44.5521,4,1,2
0,3,1,4.0,0,2,4.4678571428571425,0,1,3
0,3,1,74.0,0,0,7.775,1,0,0
0,3,0,9.0,1,1,5.081933333333333,0,1,1
1,1,0,16.0,0,1,19.7,3,1,1
0,2,0,44.0,0,1,13.0,2,1,2
1,3,0,18.0,0,1,4.675,0,1,2
1,1,0,45.0,0,1,54.95556666666667,4,1,2
1,1,1,51.0,0,0,26.55,4,0,0
1,3,0,24.0,1,1,4.814575,0,1,2
0,3,1,22.0,1,0,7.2292,0,0,0
0,3,1,41.0,0,1,4.702766666666666,0,1,0
0,2,1,21.0,0,1,5.75,0,1,0
1,1,0,48.0,0,0,25.9292,4,0,2
0,3,0,22.0,0,2,6.322727272727272,0,1,1
0,2,1,24.0,0,0,13.0,2,0,0
1,2,0,42.0,0,0,13.0,2,0,2
1,2,0,27.0,1,1,6.92915,0,1,1
0,1,1,31.0,0,0,50.4958,4,0,0
0,3,1,29.0,0,0,9.5,2,0,0
1,3,1,4.0,0,1,3.7111,0,1,3
0,3,1,26.0,0,0,7.8958,2,0,0
1,1,0,47.0,0,1,17.518066666666666,3,1,2
0,1,1,33.0,0,0,5.0,0,0,0
0,3,1,47.0,0,0,9.0,2,0,0
1,2,0,28.0,1,1,12.0,2,1,2
1,3,0,15.0,1,0,7.225,0,0,1
0,3,1,20.0,0,0,9.8458,2,0,0
0,3,1,19.0,0,0,7.8958,2,0,0
0,3,1,29.0,0,0,7.8958,2,0,0
1,1,0,56.0,1,1,41.57915,4,1,2
1,2,0,25.0,0,1,13.0,2,1,2
0,3,1,33.0,0,0,7.8958,2,0,0
0,3,0,22.0,0,0,10.5167,2,0,1
0,2,1,28.0,0,0,10.5,2,0,0
0,3,1,25.0,0,0,7.05,0,0,0
0,3,0,39.0,2,2,4.854166666666667,0,1,2
0,2,1,27.0,0,0,13.0,2,0,4
1,1,0,19.0,0,0,30.0,4,0,1
0,3,0,22.0,0,1,5.8625,0,1,1
1,1,1,26.0,1,0,30.0,4,0,0
0,3,1,32.0,2,0,7.75,1,0,0
